id,name,description,weight,quantity,color,brand,price,size,posted_time,author_id,product_category_id,Model,product_img1,product_img2,product_img3,product_img4
175,Swivel Chair,Made from superior quality chrome plated mild steel.   High quality fabric upholstery with soft and durable cushioning. Fabric can be selected from available options Metal Inert Gas (MIG) welding for superior quality and durability Cutting and bending are done by latest Japanese CNC machine with 99.99% accuracy,5kg,5,Black,HATIL,9450,medium,2022-06-02 23:05:16+06,1,14,Lyndon-127,images/products/637550495060278135_Lyndon-127-14-1156-1_2.jpg,images/products/637550495060278135_Lyndon-127-14-1156-1_3.jpg,images/products/637550495060278135_Lyndon-127-14-1156-1_4.jpg,images/products/637550495060278135_Lyndon-127-14-1156-1_5.jpg
176,All Swivel Chair,Made from Chrome base mild steel and Nylon Base High quality environment friendly Italian Ultra Violet (UV) and Polyurethane (PU) Lacquer in antique finish High quality fabric upholstery with soft and durable cushioning. Fabric can be selected from available options,8kg,8,Black,HATIL,23650,Large,2022-06-02 23:13:25+06,1,14,Pokemon-144,images/products/637535722158428564_Pokemon-144-0-0-NaN-1_2.jpg,images/products/637535722158583579_Pokemon-144-0-0-NaN-1_3.jpg,images/products/637535722158583579_Pokemon-144-0-0-NaN-1_4.jpg,images/products/637535722158739433_Pokemon-144-0-0-NaN-1_7.jpg
177,HATIL Swivel Chair,Made from superior quality Nylon Base High quality environment friendly Italian Ultra Violet (UV) and Polyurethane (PU) Lacquer in antique finish High quality fabric upholstery with soft and durable cushioning. Fabric can be selected from available options Cutting and bending are done by latest Japanese CNC machine with 99.99% accuracy Please refer to images for dimension details,5kg,3,Black,HATIL,24200,medium,2022-06-02 23:16:32+06,1,14,Ruby-140,images/products/637530643676548311_Ruby-140-0-0-NaN-1_2.jpg,images/products/637530643676704083_Ruby-140-0-0-NaN-1_3.jpg,images/products/637530643676859661_Ruby-140-0-0-NaN-1_6.jpg,images/products/637530643677015777_Ruby-140-0-0-NaN-1_7.jpg
178,Intel Core i3-2120 2nd Gen Processor,"Clock Speed: 3.30 GHz Cache: 3 MB Intel Smart Cache Cores: 2, Threads: 4 Socket: FCLGA1155",200 grams,10,Black,intel,3000,32 GB,2022-06-02 23:20:17+06,1,3,Core i3,images/products/eef4e2639868764fe83ec9f709f3f548.jpg,images/products/i3-2120-500x500.jpg,images/products/i3-2120-tray-500x500.jpg,images/products/images_1_WYftuId.jpeg
179,CPU Liquid Cooler,High-Class Radiator Fans for Better Cooling Performance Durable Graphite Pump Bearing for Silent Operation Reinforced Extended FEP Tubing Compatible with Intel & AMD,200 grams,5,Black,ZADAK SPARK,8000,Small,2022-06-02 23:26:06+06,1,3,Lite ARGB 240mn,images/products/35-200-123-V08.jpg,images/products/81o2dHjNItL._AC_SX450_.jpg,images/products/images_2_I9EGQWe.jpeg,images/products/spark-001-500x500.jpg
180,Non Modular Power Supply,Guaranteed 650W Continuous Power 80 PLUS certified 120mm Silent Fan 2 PCI-E connectors,1.5kg,6,Black,Antec,5200,medium,2022-06-02 23:38:41+06,1,3,VP650 Plus 650W,images/products/vp650-plus-1-500x500.jpg,images/products/vp650-plus-2-500x500.jpg,images/products/vp650-plus-3-500x500.jpg,images/products/vp650-plus-500x500.jpg
181,Diamond Storm  Pro RGB Gaming Casing,Supports EATX to Mini-ITX form factors 3 x 120mm front panel RGB fans and control box included Tempered glass front and side panel with steel build GPU sizes up to 380mm and CPU Cooler sizes up to 160mm,5kg,7,Black & Red,Redragon,1500,"12""",2022-06-02 23:49:56+06,1,3,Storm CA903 Pro RGB,images/products/ca-903-pro-5-500x500-1.jpg,images/products/download_18_1625487901-500x500.jpg,images/products/redragon-diamond-storm-ca903-Pro-gaming-casing-01-500x500.jpg,images/products/redragon-diamond-storm-ca903-Pro-gaming-casing-02-500x500.jpg
182,Multifunction Mono Laser Photocopier,"Print and Copy Speed: 22 ppm (Black) Duplex printing: Automatic Resolution: 1200x 1200 dpi Connectivity: USB 2.0, Ethernet",25.4 kg,3,white,HP,61000,560 x 540 x 417,2022-06-02 23:57:00+06,1,3,MFP M438dn,images/products/mfp-m438dn-1-500x500.jpg,images/products/mfp-m438dn-2-500x500.jpg,images/products/mfp-m438dn-500x500.jpg,images/products/mfp-m438dn-1-500x500_x4VtYxR.jpg
183,Document Scanner,Speed:45 ppm in B&W Resolution: 600 x 600dpi Connectivity: Hi-Speed USB,25kg,5,Black,Canon,73000,Large,2022-06-03 00:04:43+06,1,3,DR-C240,images/products/c240-1-500x500.jpg,images/products/c240-2-500x500.jpg,images/products/c240-3-500x500.jpg,images/products/c240-1-500x500_S19vo5L.jpg
184,STAR 2000VA IPS,Capacity 2000VA Protection Short Circuit Display LCD,10kg,7,white,STAR,7000,Large,2022-06-03 00:09:29+06,1,22,STAR -EP-SL,images/products/2000va-001-500x500.jpg,images/products/MaxGreen-MGO-G116KS-6-KVA-Standard-Backup-Online-UPS-300x300.jpg,images/products/walton-home-ips-wip-400sh-600sh-800sh1404376020.jpg,images/products/2000va-001-500x500_JKA0DdT.jpg
185,Gigabit Smart Managed Switch,Support 2 x 10/100/1000 Base-T/SFP Combo Slots 48 Port 10/100 Base-T POE Switch 2 x 10/100/1000 Base-T Ports IEEE 802.1Q Virtual LAN (VLAN),1.5kg,6,Black,D-Link,18290,17in.,2022-06-03 00:21:14+06,1,3,DES-1210-52 48 Port,images/products/des-1210-52-001-500x500.jpg,images/products/download_2.jpg,images/products/images_3.jpeg,images/products/images_4.jpeg
186,Apple Magic Mouse,Wireless and rechargeable Multi-Touch surface Incredibly durable internal battery USB-C to Lightning Cable included,0.22 pound,5,white,Apple,10000,0.85 inch,2022-06-03 00:29:51+06,1,3,MK2E3AM/A,images/products/magic-mouse-01-500x500.jpg,images/products/magic-mouse-02-500x500.jpg,images/products/magic-mouse-03-500x500.jpg,images/products/magic-mouse-04-500x500.jpg
